pair_id,sentence,label,perturbation_type,split
1914,How can the prisoner outside except by thrusting through the?,0,deletion,dev
1915,"Here I mostly live, and here I shall certainly die, if the gendarmes ever track me here.",1,,train
1915,"Here I mostly live, and here I shall certainly die, if the gendarmes track me here.",0,deletion,train
1916,"You want what no madman ever wants.""",1,,dev
1916,"You want no madman ever.""",0,deletion,dev
1917,"""He tried to scream and was silent.",1,,train
1917,"""He tried scream and was silent.",0,deletion,train
1918,"And those same things that would have repelled most others, they were the very magnets that thus drew me.",1,,train
1918,"And same things would have repelled most others, they the that thus drew me.",0,deletion,train
1919,Why was this glory for him?,1,,train
1919,Why glory for?,0,deletion,train
1920,I don't stand right on my legs.,1,,dev
1920,In't on.,0,deletion,dev
1921,"They predicted escalation, and escalation is what we are getting.",1,,train
1921,"predicted escalation, and escalation is what we are.",0,deletion,train
1922,"41:29 Behold, they are all vanity; their works are nothing: their molten images are wind and confusion.",1,,train
1922,"41:29 Behold, they are vanity; works nothing: their are wind and confusion.",0,deletion,train
1923,Much has been made of the fact that major Catholic institutions now guarantee firm tenure.,1,,train
1923,Much has been made of the fact that major Catholic institutions now guarantee firm.,0,deletion,train
1924,19:13 A foolish son is the calamity of his father: and the contentions of a wife are a continual dropping.,1,,train
1924,19:13 son is the calamity of his father: and the contentions a wife are a continual dropping.,0,deletion,train
1925,Haven't you sometimes felt it on a spring day?,1,,train
1925,Haven't sometimes felt on a day?,0,deletion,train
1926,I have a distinct admiration for this man we honor today because of the humility with which he carries his greatness.,1,,train
1926,I have a admiration for this man we honor today because of the with which he carries his.,0,deletion,train
1927,"but base little Pip, he died a coward; died all a'shiver;--out upon Pip!",1,,train
1927,"but base little Pip, he died a; died all a'shiver;--out upon!",0,deletion,train
1928,We cannot help ourselves.,1,,train
1928,We help ourselves.,0,deletion,train
1929,"7:18 And that thou shouldest visit him every morning, and try him every moment?",1,,train
1929,"7:18 And that thou visit him every morning, and try him every moment?",0,deletion,train
1930,Who ever saw one that size?,1,,train
1930,Who ever size?,0,deletion,train
1931,"""I am glad she saw the guinea-hen,"" cried Rose, who now held it in her hands.",1,,dev
1931,"""I am glad she saw the guinea-hen,"" cried Rose, who now held her.",0,deletion,dev
1932,"18:21 And if thou say in thine heart, How shall we know the word which the LORD hath not spoken?",1,,train
1932,"18:21 And if thou say in thine heart, How shall we know word the not spoken?",0,deletion,train
1933,1:13 The children of thy elect sister greet thee.,1,,train
1933,1:13 The children of.,0,deletion,train
1934,"14:1 Him that is weak in the faith receive ye, but not to doubtful disputations.",1,,train
1934,"14:1 that is weak in faith receive ye, but not to doubtful disputations.",0,deletion,train
1935,"7:39 The priests: the children of Jedaiah, of the house of Jeshua, nine hundred seventy and three.",1,,train
1935,"7:39 The: the children of Jedaiah, the house of Jeshua, nine seventy and.",0,deletion,train
1936,"44:2 And put my cup, the silver cup, in the sack's mouth of the youngest, and his corn money.",1,,train
1936,"44:2 And put my cup, the silver cup, in the's mouth of the youngest, his corn money.",0,deletion,train
1937,Bones and cartilage transmit poorly and tend to reflect the ultrasonic signals.,1,,train
1937,Bones and cartilage transmit poorly and reflect the ultrasonic signals.,0,deletion,train
1938,But Winston had persuaded him.,1,,train
1938,Winston had persuaded.,0,deletion,train
1939,"So the woman went her way, and did eat, and her countenance was no more sad.",1,,train
1939,"So the her, and eat, and her countenance was no sad.",0,deletion,train
1940,Do YOU want a kick?',1,,train
1940,Do want?',0,deletion,train
1941,"Stubb, for one, can't fight it.",1,,train
1941,",, can't fight.",0,deletion,train
1942,You want your neighbours' opinions.,1,,train
1942,' opinions.,0,deletion,train
1943,"Winston watched him hurry down the drive to his car;; a handsome, fine-looking man it made him proud to see.",1,,train
1943,"Winston him down the drive to his car;; a handsome, fine-looking him proud to see.",0,deletion,train
1944,(see Chapter 2.),1,,train
1944,(2.),0,deletion,train
1945,But it is not really only a conversation.,1,,train
1945,it really a.,0,deletion,train
1946,Tilghman's clenched fist swept over in a terrific right cross and clipped the big gunfighter on the side of his chin.,1,,train
1946,Tilghman's clenched fist swept over in a terrific right and clipped the big gunfighter on the side of chin.,0,deletion,train
1947,And she went on planning to herself how she would manage it.,1,,train
1947,And she went on planning to how she would manage it.,0,deletion,train
1948,"8:13 The Pharisees therefore said unto him, Thou bearest record of thyself; thy record is not true.",1,,train
1948,"8:13 The Pharisees therefore said him, Thou bearest record of thyself; thy record is not true.",0,deletion,train
1949,"We find ""reluctant recruits ""whose values are not in line with their expected occupation's characteristics.",1,,train
1949,"We find ""reluctant recruits ""whose values are not in with their expected occupation's characteristics.",0,deletion,train
1950,52:3 Thou lovest evil more than good; and lying rather than to speak righteousness.,1,,train
1950,52:3 Thou lovest more than good; and rather than to speak.,0,deletion,train
1951,"""Oh, let me in!",1,,dev
1951,""", let me!",0,deletion,dev
1952,So few answered the question relating to their efforts to assess movable property that the results are inconclusive.,1,,train
1952,So few answered the relating to their efforts to assess movable property the are.,0,deletion,train
1953,"before Judge Hough, Fish had condemned patent litigation as the curse of the American industrial community.",1,,dev
1953,"before Judge Hough, Fish had condemned patent litigation as the curse of the industrial community.",0,deletion,dev
1954,The harp answered with the magic Music of Tears.,1,,dev
1954,The answered with the magic Music of Tears.,0,deletion,dev
1955,the letter had much better be all your own.,1,,train
1955,the much be all.,0,deletion,train
1956,"She had hardly been able to speak a word, and every look and action had shewn how deeply she was suffering from consciousness.",1,,train
1956,"She had hardly able to speak a word, and every look and had shewn how deeply she was consciousness.",0,deletion,train
1957,"Part 2, contains determinative tables for the identification of crystalline substances.",1,,train
1957,"Part 2, tables for the identification of crystalline substances.",0,deletion,train
1958,"The seventh man was Red Hogan, a wiry little puncher with a wild streak and a liking for hell-raising.",1,,train
1958,"The man was Red Hogan, a wiry little a wild and a liking for hell-raising.",0,deletion,train
1959,"When his mother came to bed he would cry, ""Roll me around!",1,,train
1959,"When his mother came to he would cry, ""Roll me around!",0,deletion,train
1960,"Does Elinor expect him already?""",1,,train
1960,"Does expect him already?""",0,deletion,train
1961,"He was named Pompeii as a tribute to his heritage, and he couldn't have cared less about that either.",1,,train
1961,"He was named Pompeii a tribute to his heritage, he couldn't have about either.",0,deletion,train
1962,The first is a wide-ranging sample of successful tonal analyses.,1,,train
1962,first a wide-ranging of tonal.,0,deletion,train
1963,"They shall not hurt nor destroy in all my holy mountain, saith the LORD.",1,,train
1963,"They shall not destroy in my holy mountain, LORD.",0,deletion,train
1964,"If there is, let him walk off at once, he has my free leave.""",1,,train
1964,"If there, let him walk off at once, he has my free leave.""",0,deletion,train
1965,"There's no such thing: It is the bloody Businesse, which informes Thus to mine Eyes.",1,,dev
1965,"'s no: It is the bloody Businesse, informes to mine Eyes.",0,deletion,dev
1966,17:11 And the Levite was content to dwell with the man; and the young man was unto him as one of his sons.,1,,train
1966,17:11 And the Levite was content to dwell with the man; and the young man was unto as one his sons.,0,deletion,train
1967,Students of the college who are candidates for the A.B.,1,,train
1967,Students of college who are candidates the A.B.,0,deletion,train
1968,"14:4 Where no oxen are, the crib is clean: but much increase is by the strength of the ox.",1,,train
1968,"14:4 Where no are, the is clean: but much increase is by the strength of the ox.",0,deletion,train
1969,Locks so grey did never grow but from out some ashes!,1,,train
1969,Locks so grey did never grow but from some!,0,deletion,train
1970,"The value of products from these industries was 15.8 billion dollars, of which about one-third was created by manufacturing processes.",1,,dev
1970,"value of products from these 15.8 billion, of which about one-third was created by manufacturing processes.",0,deletion,dev
1971,"48:6 Flee, save your lives, and be like the heath in the wilderness.",1,,train
1971,"48:6 Flee, save lives, and like the heath the wilderness.",0,deletion,train
1972,"""For the present, the whole affair was to be completely a secret.",1,,dev
1972,"""For the, the whole affair was to be completely a secret.",0,deletion,dev
1973,12:40 Be ye therefore ready also: for the Son of man cometh at an hour when ye think not.,1,,dev
1973,12:40 Be ye therefore: for the Son of man cometh at an when ye think not.,0,deletion,dev
1974,This however was not the case.,1,,train
1974,not the.,0,deletion,train
1975,"""I'm true game to the last, and no Wheeler for me.",1,,train
1975,"""I'm true game last, and no for.",0,deletion,train
1976,"1:11 Beloved, follow not that which is evil, but that which is good.",1,,train
1976,"1:11 Beloved, not that is, that which is good.",0,deletion,train
1977,We have had opportunities--clear invitations to plant our influence on the other side of the Iron Curtain.,1,,train
1977,We opportunities--clear to plant influence on the other side of the Iron Curtain.,0,deletion,train
1978,He gaped at Madame Lalaurie and sniffed the Paris perfume which emanated from her.,1,,train
